
0 11 0 11 1 1 1 0 0 11 0 0 0 0 0 11 1 11 0 0 0 0 0 0 
0 1 0 0 1 1 1 0 0 9 1 10 0 0 0 11 1 11 0 0 0 0 0 2 
0 1 0 0 1 5 0 0 0 1 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 6 7 1 0 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 5 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 8 4 
0 1 0 0 1 0 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 10 0 0 0 11 1 0 5 0 0 11 1 11 0 0 0 0 2 4 
11 1 6 0 1 0 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 7 1 10 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 0 1 0 0 0 8 11 1 10 0 0 0 11 1 11 0 0 0 0 8 4 
11 1 0 0 1 0 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 7 1 0 0 0 8 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 9 1 10 0 0 0 11 1 0 0 0 8 11 1 11 0 6 0 0 0 4 
11 1 0 0 1 11 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 11 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 6 0 1 11 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 2 4 
0 1 0 7 1 0 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 11 0 0 0 11 1 10 0 0 0 11 1 11 0 0 5 0 0 4 
0 1 0 0 1 11 0 0 0 11 1 0 5 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 11 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 6 7 1 10 0 0 0 11 1 0 0 0 0 11 1 11 0 6 0 0 0 4 
11 1 0 0 1 5 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 0 1 0 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 0 1 5 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 2 4 
11 1 6 0 1 10 0 0 0 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 7 1 0 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
11 1 0 0 1 10 0 0 0 11 1 0 0 0 8 11 1 11 0 0 0 0 8 4 
0 1 6 0 1 0 0 0 0 11 1 10 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 0 0 0 8 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 0 1 10 0 0 0 11 1 10 0 0 0 11 1 11 0 0 7 0 0 4 
0 1 0 9 1 0 0 0 8 11 1 0 0 0 0 11 1 11 0 0 0 0 0 4 
0 1 0 11 0 0 0 0 0 11 1 10 0 0 0 0 0 0 0 0 0 0 9 2 
