
2 2 2 2 2 2 2 2 11 0 0 1 10 10 10 10 10 10 10 10 10 10 1 0 
2 4 10 10 10 0 0 0 9 2 0 10 10 10 0 0 0 9 1 10 10 10 10 0 
2 4 0 0 0 0 0 10 2 2 0 10 10 10 0 0 0 0 0 10 0 0 0 0 
2 4 10 10 10 0 0 0 4 2 0 1 10 10 0 0 0 0 0 10 0 0 0 10 
2 4 0 0 0 0 0 10 4 2 0 10 0 0 0 0 0 0 0 10 0 0 0 10 
2 4 10 10 10 0 0 0 4 2 11 10 0 0 0 0 0 0 10 10 0 0 0 10 
2 4 0 0 0 0 0 10 4 2 0 10 0 0 0 0 0 0 10 0 0 0 0 10 
2 4 10 10 10 0 0 0 4 2 0 1 10 10 10 0 10 0 10 0 0 0 0 10 
2 4 0 0 0 0 0 10 4 2 0 10 0 0 0 0 10 0 1 10 0 0 0 10 
2 4 10 10 10 0 0 0 2 2 0 10 0 0 0 10 10 0 1 10 0 0 0 10 
2 4 11 0 0 0 0 2 0 0 9 1 0 0 1 10 0 0 10 10 0 0 0 10 
2 4 0 11 0 11 2 0 0 10 10 0 0 0 0 10 0 0 0 0 0 0 0 0 
2 4 0 0 11 10 2 0 10 1 0 0 0 0 1 10 10 10 10 10 10 10 10 10 
2 4 0 10 0 11 2 11 10 0 0 0 0 0 0 0 0 10 0 0 0 10 0 10 
2 4 0 0 11 0 2 0 1 10 0 0 0 0 1 10 0 0 0 10 0 0 0 0 
2 4 0 11 0 11 2 0 0 10 10 10 0 0 10 0 0 10 10 1 0 10 0 10 
2 4 11 0 10 0 9 2 0 11 0 10 0 9 1 10 0 0 0 10 0 0 0 0 
2 4 10 0 0 0 0 10 2 2 9 1 10 10 10 10 10 10 10 10 10 10 10 0 
2 4 0 0 10 0 10 10 4 2 0 10 9 1 0 0 0 0 0 5 5 5 0 0 
2 4 0 0 0 0 0 0 4 2 0 10 6 6 0 11 11 11 0 5 5 5 0 0 
2 4 0 10 0 0 0 10 4 2 0 10 6 6 0 0 0 0 0 5 5 5 0 0 
2 4 0 0 0 0 0 0 4 2 0 10 6 6 0 0 0 0 0 5 5 5 0 0 
2 4 0 0 10 0 10 10 4 2 0 10 6 6 0 0 0 0 0 5 5 5 0 0 
2 4 10 0 0 0 0 10 2 2 0 1 0 0 0 0 0 0 0 5 5 5 0 0 
2 2 0 0 0 0 9 2 11 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 
2 5 5 0 0 11 2 0 0 10 10 10 0 0 10 10 10 10 10 10 10 10 10 10 
2 5 5 0 0 11 2 0 1 10 0 0 0 10 10 0 11 0 0 0 0 0 11 0 
2 5 5 0 0 11 2 0 10 0 0 0 0 10 0 0 1 0 10 0 10 0 11 0 
2 5 5 0 0 11 2 0 1 1 0 0 0 10 0 0 11 0 0 10 0 0 11 0 
2 5 5 0 0 11 2 0 0 10 10 1 0 0 0 0 11 0 10 0 10 0 11 0 
2 2 2 2 2 0 2 2 0 0 0 1 10 10 10 10 10 10 10 10 10 10 10 11 
0 0 0 0 0 0 2 2 2 2 0 0 11 0 0 0 0 0 11 0 0 0 0 9 
